Term                           IDF                           
раздумье                       2.1139                        
стол                           1.2109                        
полный                         1.3358                        
беспорядок                     2.1139                        
ночной                         1.8129                        
трансформироваться             2.1139                        
полнолуние                     2.1139                        
чёркать                        2.1139                        
тетрадка                       2.1139                        
считать                        1.5119                        
каков                          1.6368                        
уместиться                     2.1139                        
сколько                        2.1139                        
ньютон                         2.1139                        
расставание                    2.1139                        
вложить                        2.1139                        
сонный                         1.8129                        
поствременной                  2.1139                        
пробиваться                    2.1139                        
таки                           2.1139                        
виднеться                      1.8129                        
дразнить                       2.1139                        
берег                          1.2109                        
покрытие                       2.1139                        
замереть                       2.1139                        
сокрытый                       2.1139                        
безумие                        1.6368                        
чернила                        2.1139                        
брызнуть                       2.1139                        
длань                          2.1139                        
чудиться                       2.1139                        
египетский                     2.1139                        
трещать                        2.1139                        
доживать                       2.1139                        
минута                         1.5119                        
сопеть                         1.8129                        
будильник                      1.6368                        
кошмар                         1.8129                        
городской                      1.6368                        
вишня                          1.8129                        
серость                        2.1139                        
алчность                       2.1139                        
предавать                      2.1139                        
талия                          2.1139                        
сквер                          2.1139                        
повсюду                        1.8129                        
опиум                          2.1139                        
расстояние                     2.1139                        
ноющий                         1.8129                        
струна                         2.1139                        
сухость                        1.8129                        
алый                           1.8129                        
чайка                          2.1139                        
вырисовывать                   2.1139                        
рисунок                        2.1139                        
винить                         1.8129                        
поступок                       2.1139                        
вдвоём                         2.1139                        
потешаться                     2.1139                        
искусство                      2.1139                        
отпечаток                      1.8129                        
весомый                        2.1139                        
аргумент                       2.1139                        
случиться                      1.8129                        
промолчать                     1.8129                        
ворчать                        2.1139                        
веер                           2.1139                        
разгонять                      1.8129                        
мрачный                        2.1139                        
обращение                      1.8129                        
сугубо                         2.1139                        
глумиться                      1.8129                        
выше                           2.1139                        
предплечье                     2.1139                        
представить                    2.1139                        
неприятный                     2.1139                        
назвать                        1.5119                        
работа                         1.8129                        
одежда                         1.6368                        
бескрайний                     2.1139                        
природа                        1.6368                        
космос                         1.6368                        
всматриваться                  2.1139                        
запомнить                      1.5119                        
ваш                            1.6368                        
саморазрушение                 2.1139                        
перенести                      2.1139                        
поднимать                      1.6368                        
неуклюже                       2.1139                        
пятипалый                      2.1139                        
весло                          1.8129                        
придавить                      2.1139                        
реквизит                       2.1139                        
греческий                      2.1139                        
ваза                           2.1139                        
снаружи                        2.1139                        
вывихнутый                     2.1139                        
нелюбовь                       2.1139                        
ненависть                      1.415                         
свитер                         2.1139                        
слой                           2.1139                        
клей                           2.1139                        
приятно                        2.1139                        
безучастие                     2.1139                        
проникнуться                   2.1139                        
лживый                         2.1139                        
метаморфоз                     2.1139                        
плюнуть                        1.8129                        
мясистый                       2.1139                        
теоретический                  2.1139                        
впитывать                      2.1139                        
скажем                         2.1139                        
нигде                          2.1139                        
проходить                      1.8129                        
слепой                         1.6368                        
зритель                        2.1139                        
откинуть                       2.1139                        
кресло                         2.1139                        
голодный                       2.1139                        
аппетит                        2.1139                        
просвистеть                    1.8129                        
колыбель                       1.8129                        
рушиться                       2.1139                        
перерыв                        2.1139                        
параллельность                 2.1139                        
идея                           1.8129                        
избыток                        2.1139                        
нож                            2.1139                        
диалог                         1.8129                        
стоицизм                       2.1139                        
черпать                        2.1139                        
сальстраумный                  2.1139                        
инертность                     2.1139                        
среда                          1.8129                        
атавизм                        2.1139                        
хмурый                         1.8129                        
чудесный                       2.1139                        
вбивать                        1.8129                        
баррикада                      2.1139                        
курок                          2.1139                        
беспредельность                2.1139                        
очерковый                      2.1139                        
знак                           2.1139                        
издёвка                        2.1139                        
троллейбус                     1.8129                        
вакуум                         1.8129                        
тоскливый                      2.1139                        
паркет                         2.1139                        
полностью                      1.5119                        
опустошить                     2.1139                        
орудие                         2.1139                        
навести                        2.1139                        
жевать                         2.1139                        
железо                         2.1139                        
неведать                       2.1139                        
суть                           1.8129                        
снять                          2.1139                        
эй                             2.1139                        
шок                            2.1139                        
новость                        2.1139                        
затылок                        2.1139                        
роза                           1.8129                        
завянуть                       2.1139                        
эстетика                       2.1139                        
кривая                         2.1139                        
фрагмент                       2.1139                        
чудо                           1.8129                        
зевать                         1.6368                        
паровой                        2.1139                        
ртуть                          2.1139                        
удар                           1.5119                        
топор                          1.8129                        
кисть                          2.1139                        
юный                           2.1139                        
повторение                     2.1139                        
скудоумный                     2.1139                        
дерзко                         2.1139                        
бутылка                        2.1139                        
нравиться                      2.1139                        
изюминка                       2.1139                        
питерский                      2.1139                        
viii                           1.8129                        
зацепиться                     2.1139                        
постель                        1.8129                        
вздёрнутый                     2.1139                        
лебединый                      2.1139                        
нос                            1.5119                        
ненужный                       1.8129                        
страсть                        2.1139                        
обладание                      2.1139                        
пасть                          2.1139                        
оголять                        2.1139                        
поцелуй                        1.6368                        
сласть                         2.1139                        
подделка                       2.1139                        
сахар                          2.1139                        
коряга                         2.1139                        
замена                         2.1139                        
придумать                      1.8129                        
создать                        1.5119                        
доктор                         1.8129                        
главный                        2.1139                        
искра                          2.1139                        
меркнуть                       1.8129                        
остывать                       2.1139                        
поэтому                        1.8129                        
светить                        2.1139                        
долг                           2.1139                        
проносить                      2.1139                        
чей                            1.8129                        
сильно                         1.8129                        
грустный                       1.8129                        
печаль                         1.6368                        
немой                          1.8129                        
изначально                     2.1139                        
нуждаться                      1.8129                        
оставаться                     1.6368                        
линия                          1.5119                        
чистый                         2.1139                        
сгусток                        2.1139                        
украшать                       2.1139                        
отправлять                     2.1139                        
открытка                       2.1139                        
безответно                     2.1139                        
прощать                        2.1139                        
любой                          1.8129                        
освенцим                       2.1139                        
тюрьма                         1.8129                        
выходить                       1.8129                        
вовсе                          1.8129                        
крематорий                     2.1139                        
музей                          2.1139                        
зевака                         2.1139                        
польский                       2.1139                        
запускать                      2.1139                        
ядовитый                       1.6368                        
технический                    2.1139                        
жидкость                       2.1139                        
вена                           1.8129                        
желание                        1.3358                        
царапать                       1.8129                        
гнить                          2.1139                        
дух                            2.1139                        
оружие                         2.1139                        
сосед                          2.1139                        
подчиняться                    2.1139                        
выключать                      1.8129                        
механизм                       2.1139                        
зажигать                       2.1139                        
фитиль                         2.1139                        
правый                         2.1139                        
жалоба                         1.8129                        
обои                           2.1139                        
глубокий                       1.8129                        
игла                           2.1139                        
футбольный                     1.8129                        
мяч                            1.8129                        
ворота                         2.1139                        
известный                      1.8129                        
мозолить                       2.1139                        
тайна                          2.1139                        
собственный                    1.8129                        
сущность                       1.8129                        
привыкнуть                     1.8129                        
обезличить                     2.1139                        
приручить                      2.1139                        
бешенство                      2.1139                        
игра                           2.1139                        
кучность                       2.1139                        
размножаться                   2.1139                        
тренировать                    2.1139                        
пируэт                         2.1139                        
сырой                          2.1139                        
конура                         2.1139                        
квартирный                     2.1139                        
выхлоп                         1.8129                        
таковой                        2.1139                        
житель                         1.8129                        
взрыв                          1.8129                        
хиросима                       2.1139                        
сенсационный                   2.1139                        
сегодняшний                    2.1139                        
метр                           2.1139                        
общественный                   2.1139                        
внезапно                       2.1139                        
непонятный                     2.1139                        
состояние                      1.8129                        
кануть                         2.1139                        
впервые                        2.1139                        
влачиться                      2.1139                        
нетрезвый                      2.1139                        
жёлчный                        2.1139                        
уныло                          2.1139                        
подъезд                        2.1139                        
цепляться                      1.8129                        
надежда                        1.415                         
ровесница                      2.1139                        
скучно                         1.8129                        
сверлить                       2.1139                        
белые                          1.8129                        
домыслить                      2.1139                        
роптать                        2.1139                        
превращать                     1.8129                        
короткий                       1.6368                        
натянутый                      2.1139                        
кнут                           2.1139                        
возбуждать                     2.1139                        
врачебный                      2.1139                        
увезти                         2.1139                        
дяденька                       2.1139                        
смешной                        2.1139                        
крепкий                        1.5119                        
надышаться                     2.1139                        
равновесие                     1.8129                        
закалить                       2.1139                        
пятно                          1.8129                        
ползти                         1.5119                        
фигура                         2.1139                        
гарь                           2.1139                        
коготь                         2.1139                        
электричество                  2.1139                        
существующий                   2.1139                        
синтезировать                  2.1139                        
переползать                    2.1139                        
исподлобья                     2.1139                        
выхватывать                    2.1139                        
срисовывать                    2.1139                        
монотонный                     1.8129                        
закуривать                     2.1139                        
дешёвый                        1.6368                        
поглощать                      1.415                         
карусель                       1.8129                        
загонять                       2.1139                        
нутро                          2.1139                        
пялиться                       1.8129                        
потолок                        1.5119                        
изменить                       2.1139                        
отдельный                      2.1139                        
галактический                  2.1139                        
посылать                       2.1139                        
почта                          1.8129                        
повидло                        2.1139                        
зуб                            1.5119                        
надеть                         2.1139                        
принести                       1.8129                        
дантист                        2.1139                        
молочный                       1.8129                        
разлиться                      2.1139                        
десна                          2.1139                        
соединять                      2.1139                        
взрослый                       1.8129                        
лама                           1.8129                        
переживать                     2.1139                        
толпа                          1.8129                        
промчаться                     2.1139                        
синекопытный                   2.1139                        
обыватель                      1.8129                        
брюки                          2.1139                        
толщина                        2.1139                        
бровь                          2.1139                        
неестественность               2.1139                        
накладный                      2.1139                        
аэробус                        2.1139                        
гибкость                       2.1139                        
зимний                         1.8129                        
начаться                       2.1139                        
бензин                         2.1139                        
одолеть                        2.1139                        
монолит                        2.1139                        
предел                         2.1139                        
ответить                       2.1139                        
сигналить                      2.1139                        
находиться                     1.6368                        
квадрат                        2.1139                        
нагрузить                      2.1139                        
гул                            2.1139                        
обывательский                  2.1139                        
авангард                       1.8129                        
кровавый                       1.8129                        
откликнуться                   2.1139                        
строй                          1.8129                        
голубь                         2.1139                        
кивать                         2.1139                        
ответ                          1.6368                        
устать                         1.6368                        
плевок                         2.1139                        
смываться                      2.1139                        
обрызгать                      2.1139                        
сапог                          2.1139                        
открыться                      2.1139                        
выйти                          1.6368                        
вылечить                       1.8129                        
стабильно                      2.1139                        
лепесток                       2.1139                        
девушка                        1.8129                        
кушать                         1.8129                        
груша                          2.1139                        
босой                          2.1139                        
оригами                        2.1139                        
сотворить                      2.1139                        
бормотать                      2.1139                        
надевать                       2.1139                        
носка                          2.1139                        
звёздный                       1.8129                        
задавать                       1.8129                        
вопрос                         1.5119                        
кандалы                        1.8129                        
набирать                       2.1139                        
нервозный                      1.8129                        
ибо                            1.8129                        
область                        2.1139                        
висок                          2.1139                        
дрогнуть                       2.1139                        
убедить                        2.1139                        
холден                         2.1139                        
рожь                           2.1139                        
ловец                          2.1139                        
хлебный                        2.1139                        
обрываться                     2.1139                        
ниц                            1.8129                        
вдохнуть                       1.6368                        
использовать                   2.1139                        
шприц                          2.1139                        
детский                        1.8129                        
задыхаться                     1.6368                        
объём                          2.1139                        
телефонный                     1.8129                        
гудок                          2.1139                        
прожить                        2.1139                        
дожидаться                     2.1139                        
дотрагиваться                  2.1139                        
играть                         2.1139                        
колосковый                     2.1139                        
зыбучий                        1.8129                        
болото                         1.8129                        
приговор                       2.1139                        
будущий                        2.1139                        
шёлк                           2.1139                        
пустыня                        2.1139                        
чернозём                       2.1139                        
гроза                          1.8129                        
смертельный                    1.5119                        
установленный                  2.1139                        
факт                           1.8129                        
первый                         1.6368                        
летний                         2.1139                        
эм                             2.1139                        
очередной                      2.1139                        
пятка                          2.1139                        
свесить                        2.1139                        
долгожданный                   2.1139                        
ёлка                           2.1139                        
нарядить                       2.1139                        
непонимание                    2.1139                        
накрыть                        1.6368                        
всякий                         2.1139                        
вкусность                      2.1139                        
здоровье                       2.1139                        
фейерверк                      2.1139                        
декабрь                        2.1139                        
тридцать                       2.1139                        
неповторимый                   2.1139                        
говнистый                      2.1139                        
загубить                       2.1139                        
трепетный                      2.1139                        
аккуратность                   2.1139                        
продумывать                    2.1139                        
обещание                       2.1139                        
смешно                         1.8129                        
поперхнуться                   1.8129                        
оливье                         2.1139                        
приятный                       1.5119                        
зрелище                        2.1139                        
радость                        2.1139                        
обязательно                    1.8129                        
сидя                           2.1139                        
экран                          2.1139                        
пролистать                     2.1139                        
вперемешку                     2.1139                        
поздравление                   2.1139                        
прилагательное                 2.1139                        
существительное                2.1139                        
означать                       2.1139                        
прибавление                    2.1139                        
единичка                       2.1139                        
он                             1.8129                        
марка                          2.1139                        
производитель                  2.1139                        
шампанское                     2.1139                        
глупо                          1.6368                        
получать                       2.1139                        
старьё                         2.1139                        
актёр                          2.1139                        
съёмка                         2.1139                        
быдло                          2.1139                        
распивать                      2.1139                        
водка                          2.1139                        
ура                            2.1139                        
рад                            1.8129                        
провести                       1.8129                        
повториться                    2.1139                        
следующий                      2.1139                        
птичь                          2.1139                        
вусмерть                       2.1139                        
дорого                         2.1139                        
давление                       2.1139                        
плюс                           2.1139                        
гордиться                      2.1139                        
поговорить                     1.8129                        
шторм                          2.1139                        
предупреждать                  2.1139                        
вина                           2.1139                        
крайний                        1.8129                        
загадать                       2.1139                        
шёпотом                        2.1139                        
проговорить                    2.1139                        
сбыться                        2.1139                        
усталый                        1.8129                        
хлопья                         2.1139                        
затяг                          2.1139                        
пауза                          2.1139                        
отползти                       2.1139                        
портрет                        2.1139                        
разбор                         2.1139                        
ловко                          2.1139                        
спрятаться                     1.6368                        
побежать                       2.1139                        
упрямо                         2.1139                        
давить                         1.5119                        
эмоция                         2.1139                        
массив                         2.1139                        
истерично                      2.1139                        
прыгать                        1.8129                        
рефлексивный                   2.1139                        
промокнуть                     2.1139                        
простудить                     2.1139                        
обойти                         2.1139                        
волновать                      2.1139                        
истошно                        2.1139                        
танцевать                      1.6368                        
упорядочить                    2.1139                        
проливать                      2.1139                        
осенний                        1.8129                        
молча                          2.1139                        
истощённо                      2.1139                        
бренный                        2.1139                        
хлябь                          2.1139                        
невыполненный                  1.8129                        
бессильно                      2.1139                        
асфальт                        1.415                         
вопль                          2.1139                        
нескончаемый                   2.1139                        
вечный                         1.6368                        
проскрипеть                    2.1139                        
жалобно                        2.1139                        
милитарист                     2.1139                        
war                            2.1139                        
make                           2.1139                        
peace                          2.1139                        
качаться                       2.1139                        
ножка                          2.1139                        
политься                       2.1139                        
сыграть                        1.6368                        
ящик                           2.1139                        
клюв                           2.1139                        
кипятить                       1.8129                        
осень                          2.1139                        
ум                             2.1139                        
согласиться                    2.1139                        
соврать                        2.1139                        
подобный                       2.1139                        
мол                            1.8129                        
выстрелить                     1.8129                        
аорта                          1.8129                        
гулливер                       1.8129                        
лужица                         2.1139                        
larr                           2.1139                        
c                              2.1139                        
упрашивать                     2.1139                        
ясный                          2.1139                        
терпеть                        1.8129                        
дрожь                          1.5119                        
воспоминание                   2.1139                        
рассказать                     1.8129                        
вполголоса                     2.1139                        
ранний                         2.1139                        
смертельно                     2.1139                        
recstihi                       1.8129                        
лидия                          2.1139                        
дунай                          2.1139                        
bigdot                         1.8129                        
замечание                      1.8129                        
margin                         1.8129                        
solid                          1.8129                        
cccccc                         1.8129                        
отображаться                   1.8129                        
остальной                      1.8129                        
рубить                         2.1139                        
озябнуть                       2.1139                        
лесоруб                        2.1139                        
вышагивать                     2.1139                        
выбить                         2.1139                        
хрустальный                    2.1139                        
обман                          2.1139                        
полчище                        2.1139                        
ложь                           1.5119                        
франшиза                       2.1139                        
паблик                         2.1139                        
даун                           2.1139                        
брат                           2.1139                        
жизз                           2.1139                        
удариться                      2.1139                        
опустить                       2.1139                        
единица                        2.1139                        
бошка                          2.1139                        
биомусор                       2.1139                        
точить                         2.1139                        
лясы                           2.1139                        
разный                         1.8129                        
некого                         2.1139                        
падик                          2.1139                        
вещь                           2.1139                        
корейский                      2.1139                        
задрот                         2.1139                        
патч                           2.1139                        
дайвера                        2.1139                        
ласт                           2.1139                        
индус                          2.1139                        
каста                          2.1139                        
фанат                          2.1139                        
матч                           2.1139                        
президент                      1.8129                        
телохранитель                  2.1139                        
химик                          2.1139                        
натрий                         2.1139                        
солёный                        2.1139                        
система                        2.1139                        
жизнеобеспечение               2.1139                        
космонавт                      2.1139                        
коррупционер                   2.1139                        
отставка                       2.1139                        
гора                           1.5119                        
пляж                           2.1139                        
песок                          1.6368                        
здоровый                       2.1139                        
языческий                      2.1139                        
племя                          2.1139                        
коала                          2.1139                        
атеист                         2.1139                        
